	Original ID	Gene Name in CARD	ARO	Database
940	MEG_7795|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEP			megares
941	MEG_6898|Drugs|betalactams|Class_A_betalactamases|TEM			megares
942	MEG_126|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
943	MEG_395|Drugs|betalactams|Class_A_betalactamases|ACI			megares
944	MEG_440|Drugs|betalactams|Class_C_betalactamases|ACT			megares
945	MEG_6350|Drugs|betalactams|Class_A_betalactamases|SHV			megares
946	MEG_3397|Drugs|betalactams|Class_B_betalactamases|IMP			megares
947	MEG_7545|Drugs|Glycopeptides|VanI-type_accessory_protein|VANWI			megares
948	MEG_5289|Drugs|betalactams|Class_A_betalactamases|OXY			megares
949	MEG_3605|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA			megares
950	MEG_4785|Drugs|betalactams|Class_D_betalactamases|OXA			megares
951	MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO			megares
952	MEG_2854|Drugs|MLS|23S_rRNA_methyltransferases|ERMX			megares
953	MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII			megares
954	MEG_5888|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB			megares
955	MEG_4521|Drugs|betalactams|Class_D_betalactamases|OXA			megares
956	MEG_7723|Drugs|betalactams|Class_B_betalactamases|VIM			megares
957	MEG_747|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME			megares
958	MEG_4345|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB			megares
959	MEG_6419|Drugs|betalactams|Class_A_betalactamases|SHV			megares
960	MEG_3408|Drugs|betalactams|Class_B_betalactamases|IND			megares
961	MEG_1013|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME			megares
962	MEG_4354|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB			megares
963	MEG_2344|Drugs|betalactams|Class_A_betalactamases|CTX			megares
964	MEG_1605|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation			megares
965	MEG_6289|Drugs|betalactams|Class_A_betalactamases|SHV			megares
966	MEG_4196|Metals|Nickel_resistance|Nickel_resistance_protein|NIRB			megares
967	MEG_4215|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|NPMA			megares
968	MEG_7636|Drugs|betalactams|Class_A_betalactamases|VCC			megares
969	MEG_4912|Drugs|betalactams|Class_D_betalactamases|OXA			megares
970	MEG_5301|Drugs|betalactams|Class_A_betalactamases|OXY			megares
971	MEG_5021|Drugs|betalactams|Class_D_betalactamases|OXA			megares
972	MEG_3898|Metals|Mercury_resistance|Mercury_resistance_protein|MERT			megares
973	MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM			megares
974	MEG_513|Drugs|betalactams|Class_C_betalactamases|ADC			megares
975	MEG_6526|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME			megares
976	MEG_1762|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA			megares
977	MEG_6337|Drugs|betalactams|Class_A_betalactamases|SHV			megares
978	MEG_5517|Drugs|betalactams|Class_C_betalactamases|PDC			megares
979	MEG_3338|Drugs|betalactams|Class_B_betalactamases|IMP			megares
980	MEG_1386|Drugs|betalactams|Class_A_betalactamases|BLAZ			megares
981	MEG_2333|Drugs|betalactams|Class_A_betalactamases|CTX			megares
982	MEG_2053|Metals|Copper_resistance|Copper_resistance_protein|COPD			megares
983	MEG_5030|Drugs|betalactams|Class_D_betalactamases|OXA			megares
984	MEG_2096|Metals|Cobalt_resistance|Cobalt_transporting_ATPase|CORT			megares
985	MEG_2437|Drugs|betalactams|Class_A_betalactamases|CTX			megares
986	MEG_2720|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|EMMDR			megares
987	MEG_6263|Drugs|betalactams|Class_A_betalactamases|SHV			megares
988	MEG_65|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3			megares
989	MEG_5648|Drugs|betalactams|Class_C_betalactamases|PDC			megares
990	MEG_3745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA			megares
991	MEG_150|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
992	MEG_3307|Drugs|betalactams|Class_A_betalactamases|IMI			megares
993	MEG_6531|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMFY			megares
994	MEG_4855|Drugs|betalactams|Class_D_betalactamases|OXA			megares
995	MEG_1769|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA			megares
996	MEG_3469|Drugs|betalactams|Class_A_betalactamases|KPC			megares
997	MEG_661|Drugs|betalactams|Class_C_betalactamases|ADC			megares
998	MEG_7806|Drugs|Lipopeptides|Daptomycin-resistant_mutant|WALK|RequiresSNPConfirmation			megares
999	MEG_662|Drugs|betalactams|Class_C_betalactamases|ADC			megares
1000	MEG_4141|Drugs|betalactams|Class_B_betalactamases|NDM			megares
1001	MEG_3823|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA			megares
1002	MEG_2577|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRE			megares
1003	MEG_5513|Drugs|betalactams|Class_C_betalactamases|PDC			megares
1004	MEG_1897|Drugs|betalactams|Class_C_betalactamases|CMY			megares
1005	MEG_1018|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME			megares
1006	MEG_1506|Drugs|betalactams|Class_A_betalactamases|CARB			megares
1007	MEG_6348|Drugs|betalactams|Class_A_betalactamases|SHV			megares
1008	MEG_5286|Drugs|betalactams|Class_A_betalactamases|OXY			megares
1009	MEG_1258|Drugs|betalactams|Class_B_betalactamases|BLAB			megares
1010	MEG_3268|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM			megares
1011	MEG_4853|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1012	MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB			megares
1013	MEG_2631|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation			megares
1014	MEG_854|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME			megares
1015	MEG_6057|Drugs|MLS|23S_rRNA_methyltransferases|RLMA			megares
1016	MEG_4943|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1017	MEG_5062|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1018	MEG_5419|Metals|Copper_resistance|Copper_resistance_protein|PCOC			megares
1019	MEG_3766|Drugs|betalactams|Penicillin_binding_protein|MECA			megares
1020	MEG_7065|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC			megares
1021	MEG_7034|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA			megares
1022	MEG_1232|Drugs|betalactams|Class_A_betalactamases|BIC			megares
1023	MEG_3122|Drugs|betalactams|Class_A_betalactamases|GES			megares
1024	MEG_1659|Drugs|betalactams|Class_B_betalactamases|CFIA			megares
1025	MEG_3791|Drugs|betalactams|Penicillin_binding_protein|MECA			megares
1026	MEG_2353|Drugs|betalactams|Class_A_betalactamases|CTX			megares
1027	MEG_5048|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1028	MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM			megares
1029	MEG_5995|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB			megares
1030	MEG_77|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1031	MEG_6683|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1032	MEG_838|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME			megares
1033	MEG_1518|Drugs|betalactams|Class_A_betalactamases|CARB			megares
1034	MEG_7554|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA			megares
1035	MEG_815|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME			megares
1036	MEG_5371|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation			megares
1037	MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN			megares
1038	MEG_3160|Drugs|betalactams|Class_B_betalactamases|GOB			megares
1039	MEG_5412|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRD			megares
1040	MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation			megares
1041	MEG_1923|Drugs|betalactams|Class_C_betalactamases|CMY			megares
1042	MEG_2683|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA			megares
1043	MEG_5598|Drugs|betalactams|Class_C_betalactamases|PDC			megares
1044	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ			megares
1045	MEG_5134|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1046	MEG_4397|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1047	MEG_3339|Drugs|betalactams|Class_B_betalactamases|IMP			megares
1048	MEG_7339|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA			megares
1049	MEG_7089|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK			megares
1050	MEG_5013|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1051	MEG_5753|Drugs|betalactams|Class_A_betalactamases|PENI			megares
1052	MEG_3183|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation			megares
1053	MEG_1313|Drugs|betalactams|Class_A_betalactamases|BLASME			megares
1054	MEG_5667|Drugs|betalactams|Class_C_betalactamases|PDC			megares
1055	MEG_5739|Drugs|betalactams|Class_C_betalactamases|PDC			megares
1056	MEG_3379|Drugs|betalactams|Class_B_betalactamases|IMP			megares
1057	MEG_2516|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA			megares
1058	MEG_2201|Drugs|betalactams|Class_A_betalactamases|CTX			megares
1059	MEG_3380|Drugs|betalactams|Class_B_betalactamases|IMP			megares
1060	MEG_213|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1061	MEG_6056|Metals|Copper_resistance|Copper_resistance_regulator|RICR			megares
1062	MEG_6027|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS			megares
1063	MEG_1203|Drugs|betalactams|Class_B_betalactamases|BCII			megares
1064	MEG_301|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1065	MEG_5288|Drugs|betalactams|Class_A_betalactamases|OXY			megares
1066	MEG_220|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1067	MEG_5336|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation			megares
1068	MEG_7442|Drugs|Glycopeptides|VanI-type_resistance_protein|VANI			megares
1069	MEG_182|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1070	MEG_5280|Drugs|betalactams|Class_A_betalactamases|OXY			megares
1071	MEG_5730|Drugs|betalactams|Class_C_betalactamases|PDC			megares
1072	MEG_5130|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1073	MEG_6814|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1074	MEG_183|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1075	MEG_2782|Drugs|MLS|23S_rRNA_methyltransferases|ERM44			megares
1076	MEG_479|Drugs|betalactams|Class_C_betalactamases|ACT			megares
1077	MEG_3474|Drugs|betalactams|Class_A_betalactamases|KPC			megares
1078	MEG_2108|Drugs|betalactams|Class_B_betalactamases|CPHA			megares
1079	MEG_1224|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPD			megares
1080	MEG_6566|Drugs|betalactams|Class_C_betalactamases|SRT			megares
1081	MEG_7262|Drugs|Nucleosides|Tunicamycin_resistance_protein|TMRB			megares
1082	MEG_7732|Drugs|betalactams|Class_B_betalactamases|VIM			megares
1083	MEG_4556|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1084	MEG_3131|Drugs|betalactams|Class_A_betalactamases|GES			megares
1085	MEG_385|Drugs|betalactams|Class_C_betalactamases|ACC			megares
1086	MEG_5887|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB			megares
1087	MEG_905|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME			megares
1088	MEG_5898|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB			megares
1089	MEG_6262|Drugs|betalactams|Class_A_betalactamases|SHV			megares
1090	MEG_6679|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1091	MEG_6885|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1092	MEG_7422|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD			megares
1093	MEG_921|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME			megares
1094	MEG_6917|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1095	MEG_2522|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA			megares
1096	MEG_4152|Drugs|betalactams|Class_B_betalactamases|NDM			megares
1097	MEG_4110|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|NALD|RequiresSNPConfirmation			megares
1098	MEG_1446|Drugs|betalactams|Class_A_betalactamases|BLAZ			megares
1099	MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT			megares
1100	MEG_6973|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33			megares
1101	MEG_1402|Drugs|betalactams|Class_A_betalactamases|BLAZ			megares
1102	MEG_1649|Drugs|betalactams|Class_A_betalactamases|CEPA			megares
1103	MEG_2544|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA			megares
1104	MEG_3586|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation			megares
1105	MEG_4443|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1106	MEG_4142|Drugs|betalactams|Class_B_betalactamases|NDM			megares
1107	MEG_6773|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1108	MEG_3616|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF			megares
1109	MEG_5313|Drugs|betalactams|Class_A_betalactamases|OXY			megares
1110	MEG_1567|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA			megares
1111	MEG_3799|Drugs|betalactams|Penicillin_binding_protein|MECC			megares
1112	MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC			megares
1113	MEG_3439|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLS			megares
1114	MEG_6446|Drugs|betalactams|Class_A_betalactamases|SHV			megares
1115	MEG_227|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1116	MEG_1482|Drugs|betalactams|Class_C_betalactamases|BUT			megares
1117	MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI			megares
1118	MEG_5489|Drugs|betalactams|Class_C_betalactamases|PDC			megares
1119	MEG_4358|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB			megares
1120	MEG_691|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI			megares
1121	MEG_7690|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGAE			megares
1122	MEG_5595|Drugs|betalactams|Class_C_betalactamases|PDC			megares
1123	MEG_6732|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1124	MEG_556|Drugs|betalactams|Class_C_betalactamases|ADC			megares
1125	MEG_4240|Drugs|betalactams|Class_A_betalactamases|OKP			megares
1126	MEG_230|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1127	MEG_7418|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB			megares
1128	MEG_1627|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation			megares
1129	MEG_6192|Drugs|betalactams|Class_A_betalactamases|SHV			megares
1130	MEG_1650|Drugs|betalactams|Class_A_betalactamases|CEPA			megares
1131	MEG_5139|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1132	MEG_7143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM			megares
1133	MEG_3889|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2			megares
1134	MEG_2624|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation			megares
1135	MEG_5757|Drugs|betalactams|Class_A_betalactamases|PER			megares
1136	MEG_1525|Drugs|betalactams|Class_A_betalactamases|CARB			megares
1137	MEG_4417|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1138	MEG_2769|Drugs|MLS|23S_rRNA_methyltransferases|ERM			megares
1139	MEG_2699|Drugs|betalactams|Class_B_betalactamases|ECV			megares
1140	MEG_5556|Drugs|betalactams|Class_C_betalactamases|PDC			megares
1141	MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII			megares
1142	MEG_3502|Drugs|betalactams|Class_A_betalactamases|KPC			megares
1143	MEG_6284|Drugs|betalactams|Class_A_betalactamases|SHV			megares
1144	MEG_4241|Drugs|betalactams|Class_A_betalactamases|OKP			megares
1145	MEG_4238|Drugs|betalactams|Class_A_betalactamases|OKP			megares
1146	MEG_3553|Drugs|betalactams|Class_A_betalactamases|LEN			megares
1147	MEG_4942|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1148	MEG_3243|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation			megares
1149	MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA			megares
1150	MEG_344|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1151	MEG_1135|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR			megares
1152	MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME			megares
1153	MEG_2184|Drugs|betalactams|Class_A_betalactamases|CTX			megares
1154	MEG_7734|Drugs|betalactams|Class_B_betalactamases|VIM			megares
1155	MEG_3929|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR			megares
1156	MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation			megares
1157	MEG_3716|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR			megares
1158	MEG_4244|Drugs|betalactams|Class_A_betalactamases|OKP			megares
1159	MEG_3017|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSC			megares
1160	MEG_4513|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1161	MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM			megares
1162	MEG_2185|Drugs|betalactams|Class_A_betalactamases|CTX			megares
1163	MEG_5452|Drugs|betalactams|Class_C_betalactamases|PDC			megares
1164	MEG_1294|Drugs|betalactams|Class_A_betalactamases|BLAP			megares
1165	MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA			megares
1166	MEG_3668|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR			megares
1167	MEG_1901|Drugs|betalactams|Class_C_betalactamases|CMY			megares
1168	MEG_6990|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39			megares
1169	MEG_5061|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1170	MEG_6846|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1171	MEG_2583|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRK			megares
1172	MEG_5875|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRA			megares
1173	MEG_6797|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1174	MEG_894|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME			megares
1175	MEG_1212|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR1			megares
1176	MEG_4448|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1177	MEG_7279|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROB			megares
1178	MEG_3465|Drugs|betalactams|Class_A_betalactamases|KPC			megares
1179	MEG_5066|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1180	MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC			megares
1181	MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX			megares
1182	MEG_2023|Metals|Copper_resistance|Copper_resistance_protein|COPA			megares
1183	MEG_5202|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1184	MEG_819|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME			megares
1185	MEG_3391|Drugs|betalactams|Class_B_betalactamases|IMP			megares
1186	MEG_4352|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB			megares
1187	MEG_6703|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1188	MEG_6076|Drugs|betalactams|Class_A_betalactamases|ROB			megares
1189	MEG_4808|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1190	MEG_5746|Drugs|betalactams|Class_C_betalactamases|PDC			megares
1191	MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY			megares
1192	MEG_7703|Drugs|betalactams|Class_B_betalactamases|VIM			megares
1193	MEG_4894|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1194	MEG_958|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME			megares
1195	MEG_6596|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI			megares
1196	MEG_5122|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1197	MEG_3320|Drugs|betalactams|Class_B_betalactamases|IMP			megares
1198	MEG_6714|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1199	MEG_581|Drugs|betalactams|Class_C_betalactamases|ADC			megares
1200	MEG_1155|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC			megares
1201	MEG_2449|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC			megares
1202	MEG_4765|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1203	MEG_3064|Metals|Iron_resistance|Iron_resistance_regulator|FURA			megares
1204	MEG_658|Drugs|betalactams|Class_C_betalactamases|ADC			megares
1205	MEG_5696|Drugs|betalactams|Class_C_betalactamases|PDC			megares
1206	MEG_2762|Drugs|MLS|23S_rRNA_methyltransferases|ERM			megares
1207	MEG_2744|Drugs|MLS|Macrolide_esterases|EREA			megares
1208	MEG_3566|Drugs|betalactams|Class_A_betalactamases|LEN			megares
1209	MEG_4263|Drugs|betalactams|Class_A_betalactamases|OKP			megares
1210	MEG_1618|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation			megares
1211	MEG_1448|Drugs|betalactams|Class_A_betalactamases|BLAZ			megares
1212	MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40			megares
1213	MEG_582|Drugs|betalactams|Class_C_betalactamases|ADC			megares
1214	MEG_6804|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1215	MEG_7209|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW			megares
1216	MEG_2312|Drugs|betalactams|Class_A_betalactamases|CTX			megares
1217	MEG_4308|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA			megares
1218	MEG_211|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1219	MEG_5385|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation			megares
1220	MEG_237|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1221	MEG_7387|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND			megares
1222	MEG_3176|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation			megares
1223	MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA			megares
1224	MEG_6716|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1225	MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA			megares
1226	MEG_5971|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB			megares
1227	MEG_3267|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM			megares
1228	MEG_6666|Drugs|betalactams|Class_A_betalactamases|TEM			megares
1229	MEG_5797|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|PMRA			megares
1230	MEG_4857|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1231	MEG_3727|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR			megares
1232	MEG_5169|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1233	MEG_6331|Drugs|betalactams|Class_A_betalactamases|SHV			megares
1234	MEG_326|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1235	MEG_1665|Drugs|betalactams|Class_B_betalactamases|CFIA			megares
1236	MEG_875|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME			megares
1237	MEG_4425|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1238	MEG_4868|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1239	MEG_5223|Drugs|betalactams|Class_D_betalactamases|OXA			megares
1240	MEG_5784|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOP|RequiresSNPConfirmation			megares
1241	MEG_343|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1242	MEG_5794|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|PMPM			megares
1243	MEG_361|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME			megares
1244	MEG_2113|Drugs|Phenicol|Chloramphenicol_phosphotransferase|CPT			megares
1245	MEG_5386|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation			megares
1246	MEG_2361|Drugs|betalactams|Class_A_betalactamases|CTX			megares
1247	MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB			megares
1248	MEG_26|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3			megares
1249	MEG_6475|Drugs|betalactams|Class_A_betalactamases|SHV			megares
