	Original ID	Gene Name in CARD	ARO	Database
1489	gi:446533217:ref:WP_000610563.1:|[u'nucleoside',			deeparg
1490	gi:829831654:ref:WP_047352641.1:|[u'macrolide',			deeparg
1491	gi:691150292:ref:WP_032062476.1:|[u'aminoglycoside']|APH(6)-Id|unknown	APH(6)-Id	3002660	deeparg
1492	gi:693170426:ref:WP_032302787.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
1493	gi:585345742:ref:WP_024227362.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
1494	gi:690411156:ref:WP_031942898.1:|[u'aminoglycoside']|aadA|unknown	ANT(3'')-IIa	3004089	deeparg
1495	gi:1006148426:ref:WP_061732450.1:|[u'nitroimidazole']|msbA|unknown	msbA	3003950	deeparg
1496	YP_001186705|[u'macrolide',			deeparg
1497	gi:1080153688:ref:WP_070342368.1:|[u'diaminopyrimidine']|dfrA12|unknown	dfrA12	3002858	deeparg
1498	gi:959104320:ref:WP_058109577.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1499	gi:1031626531:gb:ANG10571.1:|[u'monobactam',			deeparg
1500	BAA08271|[u'aminoglycoside']|APH(3')-Ia|unknown	APH(3')-Ia	3002641	deeparg
1501	AB158573.gene.p01|[u'unclassified']|rpsD_(ramA_or_sud2)|rpsD_(ramA_or_sud2)|unknown	mexP	3003698	deeparg
1502	gi:1028086663:ref:WP_063845037.1:|[u'phenicol']|floR|unknown	cmlA9	3005043	deeparg
1503	gi:727736205:ref:WP_033855468.1:|[u'fluoroquinolone',			deeparg
1504	gi:1028080887:ref:WP_063840270.1:|[u'aminoglycoside']|AAC(3)-VIIIa|unknown	AAC(3)-VIIIa	3002542	deeparg
1505	gi:895839864:ref:WP_048957125.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1506	gi:649725609:gb:AIC64327.1:|[u'cephalosporin']|CTX-M-3|unknown	CTX-M-3	3001866	deeparg
1507	gi:693058717:ref:WP_032226301.1:|[u'macrolide',			deeparg
1508	gi:644952367:ref:WP_025380606.1:|[u'fluoroquinolone',			deeparg
1509	NP_287199|[u'multidrug']|MdtH|unknown	mdtH	3001216	deeparg
1510	YP_001437159|[u'multidrug']|Bcr|unknown	bcr-1	3003801	deeparg
1511	gi:1028084279:ref:WP_063843247.1:|[u'phenicol']|cmlA4|unknown	cmlA5	3002695	deeparg
1512	gi:696294757:ref:WP_032870384.1:|[u'aminoglycoside']|AAC(6')-Ir|unknown	AAC(6')-Ir	3002561	deeparg
1513	gi:1016942913:ref:WP_063144441.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
1514	gi:851899991:ref:WP_048211221.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
1515	gi:665939114:ref:WP_031305161.1:|[u'fosfomycin']|FosB|unknown	FosB2	3005100	deeparg
1516	ZP_02213597|[u'beta_lactam']|BcII|unknown	Bla2	3004189	deeparg
1517	gi:446657995:ref:WP_000735341.1:|[u'macrolide',			deeparg
1518	gi:485952513:ref:WP_001497707.1:|[u'peptide']|arnA|unknown	arnA	3002985	deeparg
1519	gi:498115001:ref:WP_010429157.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1520	gi:896503268:ref:WP_049410916.1:|[u'cephalosporin']|L1			deeparg
1521	ZP_02665869|[u'fluoroquinolone',			deeparg
1522	gi:1028104779:ref:WP_063860025.1:|[u'cephalosporin']|CTX-M-55|unknown	CTX-M-179	3005602	deeparg
1523	gi:919973700:ref:WP_052924616.1:|[u'sulfonamide',			deeparg
1524	gi:686334333:ref:WP_031881350.1:|[u'glycylcycline',			deeparg
1525	gi:693018597:ref:WP_032197292.1:|[u'bicyclomycin']|bcr-1|unknown	bcr-1	3003801	deeparg
1526	gi:921965197:ref:WP_053258987.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
1527	gi:649725599:gb:AIC64322.1:|[u'cephalosporin']|CTX-M-3|unknown	CTX-M-3	3001866	deeparg
1528	ZP_03310712|[u'bacitracin']|BacA|unknown	bacA	3002986	deeparg
1529	gi:803469184:ref:WP_046072900.1:|[u'macrolide',			deeparg
1530	ZP_02889082|[u'multidrug']|OpcM|unknown	opcM	3003037	deeparg
1531	gi:542061059:gb:ERI11611.1:|[u'peptide']|bcrA|unknown	bcrA	3002987	deeparg
1532	gi:499845527:ref:WP_011526261.1:|[u'tetracycline']|tet(W/N/W)|unknown	tet(W/N/W)	3004442	deeparg
1533	gi:364568766:gb:EHM46406.1:|[u'fluoroquinolone',			deeparg
1534	gi:447120586:ref:WP_001197842.1:|[u'aminocoumarin']|mdtB|unknown	mdtB	3000793	deeparg
1535	AAD51344.1|[u'multidrug']|smeA|unknown	smeA	3003051	deeparg
1536	gi:545158707:ref:WP_021513733.1:|[u'peptide']|arnA|unknown	arnA	3002985	deeparg
1537	gi:649725849:gb:AIC64447.1:|[u'cephalosporin']|CTX-M-3|unknown	CTX-M-3	3001866	deeparg
1538	AEM44653.1|[u'beta_lactam']|CTX-M-113|unknown	CTX-M-113	3001973	deeparg
1539	gi:1028084259:ref:WP_063843227.1:|[u'phenicol']|catB3|unknown	catB3	3002676	deeparg
1540	gi:1000359761:ref:WP_061107064.1:|[u'fluoroquinolone']|norB|unknown	norB	3000421	deeparg
1541	gi:1016514828:ref:WP_063095758.1:|[u'fosfomycin']|FosB|unknown	FosB2	3005100	deeparg
1542	gi:446783015:ref:WP_000860271.1:|[u'peptide']|arnA|unknown	arnA	3002985	deeparg
1543	gi:446910337:ref:WP_000987593.1:|[u'glycylcycline',			deeparg
1544	YP_001670703|[u'macrolide',			deeparg
1545	AHL30278.1|[u'beta_lactam']|OXA-378|unknown	OXA-378	3001564	deeparg
1546	gi:730642627:ref:WP_034061818.1:|[u'macrolide',			deeparg
1547	gi:693208641:ref:WP_032328024.1:|[u'fluoroquinolone',			deeparg
1548	gi:754651331:ref:WP_042035379.1:|[u'fosfomycin']|mdtG|unknown	mdtG	3001329	deeparg
1549	gi:545292701:ref:WP_021573537.1:|[u'peptide']|arnA|unknown	arnA	3002985	deeparg
1550	AFQ23961.1|[u'beta_lactam']|SHV-155|unknown	SHV-155	3001194	deeparg
1551	gi:254621978:gb:ACT76131.1:|[u'tetracycline']|tetO|unknown	tetO	3000190	deeparg
1552	gi:764452215:ref:WP_044372543.1:|[u'nucleoside',			deeparg
1553	gi:692991585:ref:WP_032179710.1:|[u'fosfomycin']|mdtG|unknown	mdtG	3001329	deeparg
1554	gi:506299221:ref:WP_015818996.1:|[u'carbapenem',			deeparg
1555	AAB05628.1|[u'glycopeptide']|vanXB|unknown	vanX gene in vanB cluster	3002950	deeparg
1556	gi:545258475:ref:WP_021553483.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
1557	gi:134034159:sp:Q0T353.2:MDTD_SHIF8|[u'multidrug']|mdtD|mdtD|unknown	Klebsiella pneumoniae KpnH	3004597	deeparg
1558	gi:489821494:ref:WP_003725293.1:|[u'MULTISPECIES:_quaternary_ammonium_compound_efflux_SMR_transporter']|BcrB|BcrB|unknown	Escherichia coli emrE	3004039	deeparg
1559	gi:921331017:emb:CTX12516.1:|[u'aminocoumarin']|mdtA|unknown	mdtA	3000792	deeparg
1560	gi:553764341:ref:WP_023096686.1:|[u'fluoroquinolone',			deeparg
1561	gi:1028100272:ref:WP_063856407.1:|[u'tetracycline']|tetQ|unknown	tetQ	3000191	deeparg
1562	gi:553766933:ref:WP_023099175.1:|[u'fluoroquinolone',			deeparg
1563	gi:1391852853:ref:WP_109545038.1:|[u'tetracycline']|tet(33)|unknown	tet(33)	3000478	deeparg
1564	gi:1028110993:ref:WP_063865205.1:|[u'carbapenem']|CcrA			deeparg
1565	gi:974684788:ref:WP_059268094.1:|[u'macrolide',			deeparg
1566	gi:1031667883:gb:ANG29794.1:|[u'monobactam',			deeparg
1567	CAB13167.1|[u'multidrug']|ykkD|unknown	ykkD	3003064	deeparg
1568	gi:545297915:ref:WP_021578120.1:|[u'bicyclomycin']|bcr-1|unknown	bcr-1	3003801	deeparg
1569	AHE78014.1|[u'beta_lactam']|IMI-4|unknown	IMI-4	3001861	deeparg
1570	gi:660329416:gb:KEO17121.1:|[u'fluoroquinolone',			deeparg
1571	gi:1039409956:ref:WP_064777813.1:|[u'fosfomycin']|FosB|unknown	FosB2	3005100	deeparg
1572	AFH36331.1|[u'beta_lactam']|OXA-237|unknown	OXA-237	3001678	deeparg
1573	WP_063857800.1|[u'cephalosporin']|ADC-39|unknown	ADC-39	3003871	deeparg
1574	gi:504527029:ref:WP_014714131.1:|[u'fosfomycin']|FosX|unknown	FosX	3000198	deeparg
1575	gi:959840760:ref:WP_058129018.1:|[u'monobactam',			deeparg
1576	gi:1035157540:ref:WP_064511505.1:|[u'monobactam',			deeparg
1577	gi:514982806:ref:WP_016670681.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1578	gi:544930326:ref:WP_021339407.1:|[u'fluoroquinolone',			deeparg
1579	gi:491119258:ref:WP_004977701.1:|[u'cephalosporin',			deeparg
1580	gi:695743836:ref:WP_032670135.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
1581	YP_002385941|[u'multidrug']|acrB|unknown	acrB	3000216	deeparg
1582	gi:651574192:ref:WP_026574226.1:|[u'glycopeptide']|vanZA|unknown	vanZ gene in vanA cluster	3002962	deeparg
1583	gi:1028100586:ref:WP_063856721.1:|[u'glycopeptide']|vanRA|unknown	vanR gene in vanA cluster	3002919	deeparg
1584	gi:739037156:ref:WP_036918242.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
1585	gi:779814692:ref:WP_045334477.1:|[u'macrolide',			deeparg
1586	gi:446053005:ref:WP_000130860.1:|[u'multidrug']|mdtD|mdtD|unknown	emrB	3000074	deeparg
1587	CCK86741.1|[u'beta_lactam']|ACT-13|unknown	ACT-13	3001835	deeparg
1588	gi:835807469:ref:WP_047663945.1:|[u'nucleoside',			deeparg
1589	ZP_04307065|[u'beta_lactam']|BcII|unknown	BcII	3002878	deeparg
1590	AFK73437.1|[u'beta_lactam']|CMY-76|unknown	CMY-76	3002089	deeparg
1591	gi:771529592:ref:WP_045178654.1:|[u'sulfonamide',			deeparg
1592	gi:983189459:ref:WP_060465283.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1593	gi:982923487:ref:WP_060398708.1:|[u'fosfomycin']|FosB3|unknown	FosB2	3005100	deeparg
1594	gi:585375643:ref:WP_024257193.1:|[u'nucleoside',			deeparg
1595	ADM61585.1|[u'beta_lactam']|TEM-187|unknown	TEM-187	3001047	deeparg
1596	YP_002850060|[u'macrolide-lincosamide-streptogramin']|MacB|unknown	macB	3000535	deeparg
1597	gi:500187919:ref:WP_011861276.1:|[u'glycopeptide']|vanG|unknown	vanG	3002909	deeparg
1598	AAA19882.1|[u'beta_lactam']|TLE|unknown	blaF	3003562	deeparg
1599	YP_838977|[u'fluoroquinolone',			deeparg
1600	gi:503891942:ref:WP_014125936.1:|[u'macrolide',			deeparg
1601	gi:742295157:ref:WP_038812344.1:|[u'fluoroquinolone',			deeparg
1602	CAD99181.1|[u'beta_lactam']|CTX-M-31|unknown	CTX-M-31	3001893	deeparg
1603	gi:590120227:emb:CDN64284.1:|[u'fluoroquinolone',			deeparg
1604	gi:1004712632:gb:AMP57029.1:|[u'glycylcycline',			deeparg
1605	gi:896355182:ref:WP_049310020.1:|[u'nitroimidazole']|msbA|unknown	msbA	3003950	deeparg
1606	AEL00456.1|[u'quinolone']|QnrB35|unknown	QnrB35	3002750	deeparg
1607	AAL05857|[u'beta_lactam']|ACT-7|unknown	ACT-56	3006251	deeparg
1608	gi:447023033:ref:WP_001100289.1:|[u'tetracycline']|tet(38)|unknown	tet(38)	3000565	deeparg
1609	gi:488325511:ref:WP_002394896.1:|[u'lincosamide',			deeparg
1610	gi:895884557:ref:WP_048988408.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
1611	gi:446110264:ref:WP_000188119.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
1612	gi:695261796:ref:WP_032488755.1:|[u'diaminopyrimidine']|dfrA14|unknown	dfrA14	3002859	deeparg
1613	YP_185633|[u'fluoroquinolone',			deeparg
1614	gi:694133591:ref:WP_032473590.1:|[u'macrolide',			deeparg
1615	AGU38146.1|[u'beta_lactam']|ACT-23|unknown	ACT-23	3001828	deeparg
1616	gi:1031645901:gb:ANG19887.1:|[u'monobactam',			deeparg
1617	gi:1028101947:ref:WP_063857781.1:|[u'carbapenem',			deeparg
1618	gi:815147263:emb:CDU91822.1:|[u'macrolide',			deeparg
1619	ZP_03033545|[u'nucleoside',			deeparg
1620	gi:959902495:ref:WP_058168418.1:|[u'macrolide',			deeparg
1621	gi:447097709:ref:WP_001174965.1:|[u'fluoroquinolone',			deeparg
1622	gi:763064330:ref:WP_043946082.1:|[u'glycylcycline',			deeparg
1623	AIT76097.1|[u'beta_lactam']|CMY-117|unknown	CMY-117	3002128	deeparg
1624	gi:729041280:emb:CEJ63695.1:|[u'tetracycline',			deeparg
1625	AAC60780.1|[u'polymyxin']|rosB|unknown	rosB	3003049	deeparg
1626	gi:654549454:ref:WP_028017155.1:|[u'macrolide',			deeparg
1627	gi:949621776:ref:WP_057038955.1:|[u'aminoglycoside']|AAC(6')-Ie-APH(2'')-Ia|unknown	AAC(6')-Im	3004629	deeparg
1628	AAG29761.2|[u'beta_lactam']|IND-3|unknown	IND-14	3002269	deeparg
1629	NC_009085.4919117.p01|[u'glycylcycline',			deeparg
1630	NP_253661.1|[u'triclosan']|OpmH|unknown	OpmH	3003682	deeparg
1631	AAT49070.1|[u'beta_lactam']|IMP-15|unknown	IMP-15	3002206	deeparg
1632	AAC64521|[u'multidrug']|amrA|unknown	mexX	3003034	deeparg
1633	gi:535144324:gb:EQS89262.1:|[u'aminocoumarin']|mdtA|unknown	mdtA	3000792	deeparg
1634	gi:695748190:ref:WP_032674455.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
1635	YP_002421432|[u'bacitracin']|BacA|unknown	bacA	3002986	deeparg
1636	0910185A|[u'aminoglycoside']|APH(3')-IVa|unknown	APH(3')-IVa	3002648	deeparg
1637	gi:1408841614:ref:WP_111672887.1:|[u'monobactam',			deeparg
1638	AAV37206.1|[u'beta_lactam']|CfxA5|unknown	CfxA5	3003096	deeparg
1639	gi:1343491231:ref:WP_104009847.1:|[u'cephalosporin']|CTX-M-15|unknown	CTX-M-178	3005601	deeparg
1640	gi:505805749:ref:WP_015703513.1:|[u'macrolide',			deeparg
1641	gi:516234437:ref:WP_017638400.1:|[u'fluoroquinolone',			deeparg
1642	gi:896379876:ref:WP_049321692.1:|[u'monobactam',			deeparg
1643	gi:1147955307:ref:WP_077248206.1:|[u'monobactam',			deeparg
1644	(Bla)blaSGM-4:NG_049986:101-1030:930|[u'monobactam',			deeparg
1645	gi:490251352:ref:WP_004149398.1:|[u'fluoroquinolone',			deeparg
1646	gi:647319818:ref:WP_025757133.1:|[u'fluoroquinolone']|emrA|unknown	emrA	3000027	deeparg
1647	ACN85419.1|[u'beta_lactam']|OXA-145|unknown	OXA-145	3001804	deeparg
1648	gi:696289408:ref:WP_032865068.1:|[u'cephalosporin',			deeparg
1649	NP_848167.1|[u'chloramphenicol']|catB2|unknown	catB2	3002675	deeparg
1650	AET10445.1|[u'tetracycline']|tetB(46)|unknown	tetB(46)	3004033	deeparg
1651	gi:502069582:ref:WP_012705551.1:|[u'monobactam',			deeparg
1652	gi:782759773:ref:WP_045631273.1:|[u'carbapenem',			deeparg
1653	gi:960873410:ref:WP_058345547.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1654	gi:896514456:ref:WP_049420414.1:|[u'fluoroquinolone',			deeparg
1655	gi:730397869:ref:WP_034006484.1:|[u'macrolide',			deeparg
1656	gi:1016275448:gb:AMX06027.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
1657	gi:976005949:ref:WP_059294755.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
1658	gi:1028105301:ref:WP_063860454.1:|[u'cephalosporin',			deeparg
1659	AAM46773|[u'beta_lactam']|FOX-7|unknown	FOX-7	3002160	deeparg
1660	gi:1028111357:ref:WP_063865569.1:|[u'fluoroquinolone',			deeparg
1661	gi:488293728:ref:WP_002364936.1:|[u'tetracycline']|tetM|unknown	tetM	3000186	deeparg
1662	gi:1028110855:ref:WP_063865132.1:|[u'monobactam',			deeparg
1663	gi:488047172:ref:WP_002118569.1:|[u'fosfomycin']|FosB|unknown	FosB	3000172	deeparg
1664	gi:1058243948:ref:WP_068981632.1:|[u'cephalosporin']|CTX-M-15|unknown	CTX-M-188	3005611	deeparg
1665	AAA25683.1|[u'aminoglycoside']|AAC(3)-IIIc|unknown	AAC(3)-IIIc	3002538	deeparg
1666	gi:752513503:ref:WP_041185119.1:|[u'penam']|BLA1|unknown	Bla1	3000090	deeparg
1667	AAC05822.1|[u'rifampin']|arr-1|unknown	arr-1	3002846	deeparg
1668	gi:556494560:ref:WP_023342267.1:|[u'fluoroquinolone',			deeparg
1669	gi:1102724728:ref:WP_071593224.1:|[u'cephamycin']|CMY-13|unknown	CMY-144	3005219	deeparg
1670	CAA11471.1|[u'beta_lactam']|IMP-1|unknown	IMP-1	3002192	deeparg
1671	ZP_02685589|[u'multidrug']|MdfA|unknown	Escherichia coli mdfA	3001328	deeparg
1672	YP_002215984|[u'multidrug']|mdtG|unknown	mdtG	3001329	deeparg
1673	gi:507086196:ref:WP_016156937.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
1674	gi:489794914:ref:WP_003698805.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1675	ABN51007.1|[u'beta_lactam']|CMY-35|unknown	CMY-35	3002046	deeparg
1676	gi:928854585:ref:WP_053901375.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
1677	gi:764136713:ref:WP_044320637.1:|[u'fluoroquinolone',			deeparg
1678	gi:646402466:ref:WP_025521699.1:|[u'penam']|CARB-18|unknown	CARB-35	3005571	deeparg
1679	EU675686.2.gene7.p01|[u'sulfonamide',			deeparg
1680	ABW95047.1|[u'beta_lactam']|OXA-116|unknown	OXA-116	3001441	deeparg
1681	YP_002894485|[u'aminoglycoside']|aadA22|unknown	ANT(3'')-IIa	3004089	deeparg
1682	gi:1393270453:ref:WP_109791198.1:|[u'monobactam',			deeparg
1683	gi:1028100551:ref:WP_063856686.1:|[u'glycopeptide']|vanC|unknown	vanC	3000368	deeparg
1684	gi:1028102050:ref:WP_063857827.1:|[u'carbapenem',			deeparg
1685	gi:895901943:ref:WP_049002557.1:|[u'macrolide',			deeparg
1686	gi:1005410900:ref:WP_061640132.1:|[u'triclosan']|OpmH|unknown	TolC	3000237	deeparg
1687	gi:692125167:ref:WP_032081234.1:|[u'macrolide',			deeparg
1688	ADM26744.1|[u'beta_lactam']|OXA-179|unknown	OXA-179	3001473	deeparg
1689	gi:488875298:ref:WP_002787523.1:|[u'macrolide',			deeparg
1690	gi:487612096:ref:WP_001735099.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
1691	gi:553933112:ref:WP_023143042.1:|[u'fluoroquinolone',			deeparg
1692	gi:126149273:dbj:BAF47409.1:|[u'cephalosporin']|L1			deeparg
1693	gi:556491595:ref:WP_023339319.1:|[u'fluoroquinolone',			deeparg
1694	gi:693095297:ref:WP_032252297.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1695	gi:487613526:ref:WP_001735490.1:|[u'peptide']|arnA|unknown	arnA	3002985	deeparg
1696	ZP_02698269|[u'kasugamycin']|KsgA|unknown	Erm(34)	3000600	deeparg
1697	gi:975912206:ref:WP_059294105.1:|[u'fosfomycin']|FosA2|unknown	FosA2	3002804	deeparg
1698	gi:447046959:ref:WP_001124215.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1699	DQ144639.1.orf1.gene.p01|[u'macrolide',			deeparg
1700	P07944|[u'beta_lactam']|mecC|unknown	mecA	3000617	deeparg
1701	NP_414618.4|[u'sulfonamide']|leuO|unknown			deeparg
1702	gi:1028110380:ref:WP_063864750.1:|[u'cephalosporin']|SRT-1|unknown	SST-1	3006999	deeparg
1703	gi:1008917171:ref:WP_061874282.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1704	gi:446910352:ref:WP_000987608.1:|[u'glycylcycline',			deeparg
1705	gi:746205229:ref:WP_039261540.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1706	gi:959863859:ref:WP_058143230.1:|[u'macrolide',			deeparg
1707	gi:1393270456:ref:WP_109791201.1:|[u'monobactam',			deeparg
1708	gi:686436876:ref:WP_031922735.1:|[u'macrolide',			deeparg
1709	gi:447178608:ref:WP_001255864.1:|[u'aminoglycoside']|aad(6)|unknown	aad(6)	3002628	deeparg
1710	AAC75135.2|[u'multidrug']|mdta|multi-drug			deeparg
1711	AAF72942.1|[u'beta_lactam']|OXA-28|unknown	OXA-28	3001423	deeparg
1712	gi:1201190452:ref:WP_087587972.1:|[u'monobactam',			deeparg
1713	gi:1002465273:ref:WP_061387297.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
1714	gi:510912429:ref:WP_016233737.1:|[u'cephalosporin',			deeparg
1715	(Bla)blaGOB-2:AF189296:1-756:756|[u'carbapenem',			deeparg
1716	gi:664085850:ref:WP_030624018.1:|[u'aminocoumarin']|novA|unknown	lmrD	3002882	deeparg
1717	YP_002384138|[u'multidrug']|mdtF|unknown	mdtF	3000796	deeparg
1718	ACS44715.1|[u'aminoglycoside']|AAC(6')-Ib3|unknown	AAC(6')-Ib3	3002576	deeparg
1719	ZP_04577926|[u'bacitracin']|BacA|unknown	bacA	3002986	deeparg
1720	NP_250710.1|[u'macrolide',			deeparg
1721	gi:446657954:ref:WP_000735300.1:|[u'macrolide',			deeparg
1722	gi:556484404:ref:WP_023333430.1:|[u'macrolide',			deeparg
1723	AAZ14955.1|[u'beta_lactam']|CTX-M-43|unknown	CTX-M-43	3001905	deeparg
1724	gi:446964025:ref:WP_001041281.1:|[u'fluoroquinolone',			deeparg
1725	gi:578248426:gb:EUM08518.1:|[u'fluoroquinolone',			deeparg
1726	gi:583220510:ref:WP_024156474.1:|[u'tetracycline']|tetC|tetC|unknown			deeparg
1727	AAA87176.1|[u'beta_lactam']|SHV-7|unknown	SHV-7	3001066	deeparg
1728	AFH35853.1|[u'multidrug']|mdfA|unknown	Escherichia coli mdfA	3001328	deeparg
1729	gi:488172572:ref:WP_002243780.1:|[u'macrolide',			deeparg
1730	gi:447079912:ref:WP_001157168.1:|[u'fluoroquinolone',			deeparg
1731	gi:694085087:ref:WP_032429904.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
1732	gi:686124522:ref:WP_031770011.1:|[u'fluoroquinolone',			deeparg
1733	gi:1028096992:ref:WP_063853689.1:|[u'macrolide']|mefA|unknown	mel	3000616	deeparg
1734	gi:519088794:ref:WP_020244669.1:|[u'nucleoside',			deeparg
1735	AHL39340.1|[u'beta_lactam']|ACT-27|unknown	ACT-27	3001847	deeparg
1736	YP_406903|[u'multidrug']|acrA|unknown	Escherichia coli acrA	3004043	deeparg
1737	gi:545264457:ref:WP_021557437.1:|[u'nucleoside',			deeparg
1738	gi:502716012:ref:WP_012951063.1:|[u'fluoroquinolone']|norB|unknown	norB	3000421	deeparg
1739	gi:447133956:ref:WP_001211212.1:|[u'cephalosporin']|ADC-3|unknown	ADC-169	3006341	deeparg
1740	ABX75558|[u'multidrug']|EmeA|unknown	emeA	3003551	deeparg
1741	gi:917576194:ref:WP_052167754.1:|[u'fluoroquinolone',			deeparg
1742	gi:1028100163:ref:WP_063856393.1:|[u'tetracycline']|tetM|unknown	tetM	3000186	deeparg
1743	AAM52207.1|[u'beta_lactam']|TEM-106|unknown	TEM-106	3000969	deeparg
1744	gi:517595259:ref:WP_018765467.1:|[u'fosfomycin']|FosB|unknown	FosB	3000172	deeparg
1745	gi:552941803:ref:WP_023042860.1:|[u'glycopeptide']|vanD|unknown	vanI	3003723	deeparg
1746	gi:1043542993:ref:WP_065386235.1:|[u'lincosamide',			deeparg
1747	gi:1028100490:ref:WP_063856625.1:|[u'glycopeptide']|vanB|unknown	vanB	3000013	deeparg
1748	gi:545299543:ref:WP_021579426.1:|[u'nucleoside',			deeparg
1749	gi:1028847734:ref:WP_064016697.1:|[u'lincosamide',			deeparg
1750	NP_289632|[u'bacitracin']|bacA|unknown	bacA	3002986	deeparg
1751	(Bla)blaAQU-2:KF730243:1-1143:1143|[u'cephalosporin']|AQU-1|unknown	AQU-2	3004647	deeparg
1752	YP_002706077|[u'multidrug']|smeE|unknown	smeE	3003056	deeparg
1753	gi:839801351:gb:KMI73996.1:|[u'tetracycline']|tetC|tetC|unknown	AcrS	3000656	deeparg
1754	gi:513038267:ref:WP_016506294.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1755	gi:693226710:ref:WP_032340892.1:|[u'peptide']|arnA|unknown	arnA	3002985	deeparg
1756	gi:500229186:ref:WP_011899270.1:|[u'tetracycline']|tet(E)|unknown	tet(E)	3000173	deeparg
1757	gi:915792102:ref:WP_050891053.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
1758	gi:690973987:ref:WP_031948545.1:|[u'multidrug']|marR|marR|unknown	emrR	3000516	deeparg
1759	gi:1028086599:ref:WP_063844973.1:|[u'phenicol']|floR|unknown	cmlA9	3005043	deeparg
1760	YP_410370|[u'multidrug']|MdtN|unknown	mdtN	3003548	deeparg
1761	WP_059262723.1|[u'cephalosporin']|ADC-81|unknown	ADC-81	3003887	deeparg
1762	ZP_03065057|[u'multidrug']|acrB|unknown	acrB	3000216	deeparg
1763	gi:670464736:ref:WP_031413517.1:|[u'penam']|CARB-18|unknown	CARB-24	3005560	deeparg
1764	gi:959903680:ref:WP_058169301.1:|[u'macrolide',			deeparg
1765	gi:983367678:ref:WP_060546533.1:|[u'fluoroquinolone',			deeparg
1766	gi:916033097:ref:WP_050951571.1:|[u'fluoroquinolone',			deeparg
1767	gi:686372358:ref:WP_031896405.1:|[u'fluoroquinolone',			deeparg
1768	ZP_03982909|[u'multidrug']|EmeA|unknown	emeA	3003551	deeparg
1769	gi:927659411:dbj:BAS34625.1:|[u'fluoroquinolone',			deeparg
1770	gi:1044777002:ref:WP_065421072.1:|[u'carbapenem',			deeparg
1771	gi:445972720:ref:WP_000050575.1:|[u'fosfomycin']|mdtG|unknown	mdtG	3001329	deeparg
1772	gi:1031666286:gb:ANG28997.1:|[u'monobactam',			deeparg
1773	gi:498329235:ref:WP_010643391.1:|[u'penam']|EXO			deeparg
1774	gi:693169664:ref:WP_032302194.1:|[u'fluoroquinolone',			deeparg
1775	WP_005813024.1|[u'glycopeptide']|vanWI|unknown	vanW gene in vanI cluster	3003724	deeparg
1776	gi:745778919:ref:WP_039072690.1:|[u'fosfomycin']|FosB|unknown	FosB	3000172	deeparg
1777	gi:1016498541:ref:WP_063085435.1:|[u'nucleoside',			deeparg
1778	AHA80105.1|[u'beta_lactam']|ACT-20|unknown	ACT-20	3001841	deeparg
1779	YP_010878|[u'bacitracin']|BacA|unknown	bacA	3002986	deeparg
1780	gi:332997875:gb:EGK17483.1:|[u'bicyclomycin']|bcr-1|unknown	bcr-1	3003801	deeparg
1781	gi:507050365:ref:WP_016121371.1:|[u'peptide']|bcrA|unknown	bcrA	3002987	deeparg
1782	gi:806454512:ref:WP_046123431.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
1783	gi:1407696516:ref:WP_111273848.1:|[u'carbapenem',			deeparg
1784	gi:920272762:ref:WP_052974824.1:|[u'macrolide',			deeparg
